Id	Description	Price	Prime	URL	Stars
84	SGIN 17 Pollici PC Portatile 8GB RAM 256GB SSD Home System Notebook, Celeron Dual core, Up to 2.0Ghz, FHD, 2.4/5.0G WiFi, Bluetooth 4.2, Supporta memoria espandibile 512 GB TF	269,99€	True	https://www.amazon.it/SGIN-Portatile-Notebook-Bluetooth-espandibile/dp/B0DB23BRTB	4,2
85	HP 250 G9, Pc portatile notebook, Display Full HD da 15,6", cpu Intel i3 di 12Th, ram da 16 Gb, SSHD 756 Gb, Windows 11 Pro, computer portatile, Layout Italiano, pronto all'uso	439,00€	True	https://www.amazon.it/Portatile-HP-Essential-255-G8/dp/B09JHSV95P	4,4
86	ASUS Expertbook, PC Portatile, cpu Intel Core i3 12Th 6Core, RAM 16 Gb, SSD PCIe Nvme 512 Gb, 15,6" FullHD antiriflesso, Wi-Fi 6, 4 USB, BT, lan, Intel Uhd, Win 11, preconfigurato	479,00€	True	https://www.amazon.it/ASUS-Expertbook-Portatile-antiriflesso-preconfigurato/dp/B0D1QPY4DB	4,6
87	ACEMAGIC PC Portatile 15,6'' 16 GB RAM DDR4 512GB SSD UHD Notebook (N95) Computer Portatile (Fino a 3.4Ghz) Laptop, Bluetooth 5.0 Notebook, Tipo-C, HDMI, USB3.2, Espandi a 2TB PC Portatile (Argentato)	315,99€	True	https://www.amazon.it/ACEMAGIC-Portatile-Notebook-Bluetooth-Argentato/dp/B0D5B6PPLW	4,1
88	Dell Latitude 5480 14 pollici HD Intel Core i5 256 GB SSD 8 GB memoria Windows 10 Pro Webcam Business Notebook Laptop (Ricondizionato)	190,00€	True	https://www.amazon.it/Latitude-Business-Notebook-certificato-rigenerato/dp/B08RZ7Y4GD	4,0
89	HP Victus 15-fa1003sl Notebook, Intel Core i5-12500H, RAM 16GB, 1TB SSD PCIe M.2, Display 15.6" FHD IPS 144Hz, Nvidia RTX 4050 6GB, Wi-Fi 6E, BLE 5.3, Windows 11, 3 Mesi di PC Game Pass inclusi, Nero	899,99€	True	https://www.amazon.it/HP-15-fa1003sl-Notebook-i5-12500H-Display/dp/B0C5XPDMZQ	4,1
90	ASUS Zenbook 14 OLED UX3402VA#B0CTTRP6F8, Notebook alluminio, Monitor 14" Glossy OLED, Intel Core 13ma gen i9-13900H, RAM 16GB, 1TB SSD PCIE, grafica Intel Iris Xe, WIN 11 HOME, Blu	1.069,00€	True	https://www.amazon.it/UX3402VA-B0CTTRP6F8-Notebook-alluminio-i9-13900H/dp/B0CTTRP6F8	4,2
91	PC Computer Dell Optiplex 5050 SFF Core i7-6700 Ram 8GB DDR4 SSD 240GB Windows 11 Pro + pacchetto Office 2021 (Ricondizionato)	179,00€	False	https://www.amazon.it/Computer-Dell-Optiplex-i7-6700-Ricondizionato/dp/B09VGX7J75	3,9
92	NiPoGi Mini PC, 16GB DDR4+1TB M.2 NVMe SSD, Mini Computer AK1Plus 12th Ιntel Alder Lake-Ν95 (fino a 3.4GHz), Gigabit Ethernet, 4K UHD, Dual Wi-Fi, BT 4.2 Office Desktop PC	209,00€	True	https://www.amazon.it/NiPoGi-1TB-Computer-Lake-%CE%9D95-Ethernet/dp/B0CG19R65S	4,4
93	Lenovo ThinkPad, Pc portatile Intel Core i5-6th Pronto All'uso con Pacchetto Libre, Notebook Con Display HD da 15,6", Ram 32Gb, SSD 1Tb, W10 (Ricondizionato)	299,00€	True	https://www.amazon.it/Lenovo-ThinkPad-portatile-Pacchetto-Ricondizionato/dp/B0C8MQ9Z88	4,3
94	MSI Katana 15 B13VFK-1672IT, 15,6" FHD 144Hz, Intel i7-13620H, Nvidia RTX 4060 GDDR6 8GB, 1TB SSD PCIe4, DDR5 16GB, WiFi 6, Win11 Home [Layout e Garanzia ITA]	1.157,31€	True	https://www.amazon.it/MSI-Katana-B13VFK-1672IT-i7-13620H-Garanzia/dp/B0CSDKS41H	4,0
95	HP Probook, Pc Portatile intel i5-7200u 2.5Ghz 2 Core, Display HD da 15.6", Ram 32Gb, SSD 1000 Gb, Win 10, Notebook Pronto all'uso con Libre Office, Omaggio Chiavetta USB Finger Print (Ricondizionato)	399,00€	True	https://www.amazon.it/HP-Portatile-i5-7200u-Chiavetta-Ricondizionato/dp/B0DJFRZQH5	3,0
96	HP Notebook NUOVO con Pendrive Fingerprint Privacy • CPU Intel N4500 @ 2,8ghz • Monitor 15.6" • SSD 256 GB • Ram 16GB • Sistema operativo WIN 11 PRO + MOUSE WIRELESS + HDD ESTERNO 500 GB	380,00€	True	https://www.amazon.it/HP-Notebook-2E9H0EA-Windows-Home/dp/B092M6KXGJ	4,5
97	Lenovo Pc Portatile In Offerta X1 Carbon SUPER SLIM • Processore Intel Core i7 • Display 14" • Ram 8Gb • SSD 256Gb Sistema WIN 10 PRO CON MOUSE + CUFFIE (Ricondizionato)	299,00€	True	https://www.amazon.it/Lenovo-ThinkPad-Carbon-Core-Ricondizionato/dp/B09Z2X5R3D	4,2
98	Samsung Galaxy Book3 Pro Laptop, 16" Dynamic AMOLED 2X, Intel EVO, Intel Core i7-1360P 13th gen, 16GB RAM, 1TB SSD, Windows 11 Home, Graphite	1.717,82€	True	https://www.amazon.it/Samsung-Dynamic-i7-1360P-Windows-Graphite/dp/B0BQNCLS9S	4,2
99	Prixton - Laptop Flex Pro Convertibile 2 in 1 - Touch Screen 11,6" - Windows 11 Home Intel Gemini Lake N4020 - Memoria 4GB/128GB - Tastiera QWERTY	239,95€	True	https://www.amazon.it/Prixton-Convertibile-Tastiera-Spagnola-Windows/dp/B07TCMJQTF	3,5
100	HP 640 G2, Pc Portatile Notebook intel core i5-6th, Display 14", Ram 16Gb, SSD 512Gb, Pacchetto Libre, W10 (Ricondizionato)	219,00€	True	https://www.amazon.it/HP-Portatile-Notebook-Pacchetto-Ricondizionato/dp/B0BHTHD7SQ	4,0
101	Lenovo, Pc Desktop SFF Pronto All'Uso, Computer Pc Fisso Intel i5-4570, Ram 8Gb, SSD 256Gb, VGA, Display Port, Wi-Fi, W10 (Ricondizionato)	89,90€	False	https://www.amazon.it/Lenovo-Desktop-Computer-i5-4570-Ricondizionato/dp/B0CTCKQSXK	4,3
102	PC Portatile 16GB RAM DDR4 512GB SSD, 15.6" con Celeron N5095 Computer Portatile, Win11 Pro, angolo aperto di 180°, USB 3.0, Sblocco tramite impronta digitale della tastiera retroilluminata Laptop	269,00€	True	https://www.amazon.it/Portatile-N5095-Computer-impronta-retroilluminata/dp/B0D7MF5332	3,8
103	Lenovo IdeaPad Slim 5 Notebook 14’’ WUXGA OLED (1920x1200), Intel Core Ultra 7 155H, Grafica Intel Arc Integrata, RAM 16GB, 1TB SSD, Windows 11 Home, Cloud Grey, Esclusiva Amazon	1.099,00€	True	https://www.amazon.it/Lenovo-alluminio-processore-Integrata-Esclusiva/dp/B0CTKRTZZ1	4,1
104	2019 Microsoft Surface Laptop 3 con Intel Core i7-1065G7 (13.5-pollici, 16GB RAM, 256GB SSD) (QWERTY Inglese) Nero (Ricondizionato)	421,89€	True	https://www.amazon.it/Microsoft-Surface-Laptop-13-5-ricondizionato/dp/B0CL57YGM2	3,6
105	NiPoGi AM06 PRO Mini PC АMD Ryzen 7 5800U (8C/16T, fino a 4,4 GHz), 32 GB (2 x 16 GB) DDR4 512 GB M.2 SSD Mini Desktop Computer WiFi 6, RJ45 Dual LAN, 4K Triple Display Micro PC con VESA per	479,99€	True	https://www.amazon.it/NiPoGi-Desktop-Computer-Triple-Display/dp/B0D9LMMGNZ	4,3
106	Dell Optiplex 7040 Desktop Mini Intel Core i5-6400T, RAM 8GB DDR4, SSD 240GB, USB 3.0, HDMI, Windows 10 Pro (ricondizionato)	109,00€	False	https://www.amazon.it/Computer-Ricondizionato-Dell-Optiplex-i5-6400T/dp/B09H73MCCP	4,3
107	Lenovo, Mini Pc fisso i5, Ram 8 Gb, SSD 256 Gb, Wi Fi, Pc desktop i5, Computer pronto all'uso, Wi Fi, W10, Libre Office (Ricondizionato)	107,99€	False	https://www.amazon.it/Lenovo-desktop-Computer-Windows-Ricondizionato/dp/B0892J87TP	4,4
108	NiPoGi Mini PC, Ιntel Alder Lake-N95 (Βeat N5095, fino a 3.4GHz),16GB RAM+512GB M.2 SSD Mini Computer Desktop, supporto 2.5" SATA SSD, WiFi 5,Bluetooth4.2, Dual HDMI Display	189,00€	True	https://www.amazon.it/NiPoGi-Lake-N95-Computer-supporto-Bluetooth4-2/dp/B0C1GV3QK8	4,5
109	HP Elitebook Folio, Notebook Pc portatile Pronto All'uso, Display 14", Intel Core i7, Ram 8GB, SSD 240GB, Win 10Pro, Pacchetto Libre Office (Ricondizionato)	249,00€	True	https://www.amazon.it/HP-Elitebook-portatile-Pacchetto-Ricondizionato/dp/B095SKYX6C	3,9
110	HP EliteDesk 800 G2 Desktop Mini USDT Intel Quad Core i5 256 GB SSD disco rigido 8 GB memoria Win 10 Pro MAR Ultra Slim Desktop Computer Mini PC (Ricondizionato)	108,98€	False	https://www.amazon.it/HP-EliteDesk-800-G2-certificato/dp/B081TB2SZ1	4,0
111	Dell 7010 SFF I PC Core i5 3470 3.20Ghz,RAM 8GB,SSD 240GB,DVD+RW,LICENZA WIN 10 PRO MAR (Ricondizionato)	90,00€	False	https://www.amazon.it/RICONDIZIONATO-3-20Ghz-LICENZA-Ricondizionato-Certificato/dp/B07H2GM4K5	4,4
112	ACEMAGICIAN Mini PC, Ιntel Alder Lake-N100 16GB LPDDR5 512GB SSD, Windows 11 Pro Mini Desktop Computer Per Ufficio, Dual Ethernet, Triplo Display, WiFi 5, BT4.2, 4K UHD	189,99€	True	https://www.amazon.it/ACEMAGICIAN-Lake-N100-Windows-Computer-Ethernet/dp/B0C5JPQLRH	4,5
113	DELL OptiPlex 7020 Intel Core™ i5 i5-14500 16 Go DDR5-SDRAM 512 Go SSD Windows 11 Pro SFF PC Noir	802,13€	True	https://www.amazon.it/OptiPlex-CoreTM-i5-14500-DDR5-SDRAM-Windows/dp/B0D58MXD71	None
114	NiPoGi AM02PRO Mini PC AMD Ryzen 7 5800U 32GB Dual DDR4 512GB Nvme PCle3.0 SSD Win11 Micro Desktop Computer con Radeon RX Vega 8 Support DP+HDMI 4K, WiFi 6,BT5.2 per Business/Home/Office/Light Gaming	419,99€	True	https://www.amazon.it/NiPoGi-AM02PRO-PCle3-0-Computer-Business/dp/B0D3C3TRMV	4,5
115	Razer Blade 18-18 pollici Gaming Laptop NVIDIA Geforce RTX 4090, Intel i9-13950HX (display QHD 240Hz, 32 GB DDR5 RAM, 2 TB SSD, alloggiamento in alluminio) QWERTZ DE Layout | Mercury	10.587,61€	False	https://www.amazon.it/Razer-K9-5-NT-Win-11-i9-13950HX-Mercury/dp/B0C7VYW1F5	3,0
116	ACEMAGICIAN T8PLUS Mini PC, Ιntel Alder Lake-N100 (Fino 3,4 GHz), 16GB LPDDR5 512GB M.2 SSD, Mini Desktop Computer Windows 11 Pro, Dual Ethernet,4K UHD, per Ufficio	249,99€	True	https://www.amazon.it/ACEMAGICIAN-Lake-N100-Desktop-Computer-Ethernet/dp/B0D5YSDDZV	4,5
117	HP Probook 645 G2 Core A8 3,0Ghz 8GB SSD Intel, LCD14 pollici WEBCAM WIN 10 PRO (Ricondizionato)	172,00€	False	https://www.amazon.it/HP-Probook-645-LCD14-WEBCAM/dp/B08BRRGKG2	3,9
118	GOODTEL Tablet 10 Pollici | Android 13 | 12GB RAM 128GB ROM(1TB TF) |WiFi 5G | GPS | FHD | Bluetooth5.0 | 8MP+5MP | Tipo C | OTG | Cast | Tablet PC con Custodia, Tastiera e Mouse - Blu	89,99€	True	https://www.amazon.it/Android-Octa-Core-Bluetooth-Custodia-Tastiera/dp/B0CM6D52MT	4,2
119	Fujitsu Esprimo Q920 0-Watt Intel Core i5 240 GB SSD - Hard disk 8 GB di memoria Windows 10 Pro Business Desktop Computer Mini PC (Ricondizionato)	105,00€	False	https://www.amazon.it/Fujitsu-Esprimo-Q920-0-Watt-Intel/dp/B0854LM164	4,1
120	Beelink MINI S12 Pro Mini PC, processore Intel 12th N100 (4C/4T, fino a 3,4Ghz), 16G DDR4 500G M.2 SSD Mini Computer W11 Pro, LAN 1000M/WiFi 6/BT5.2/4K Dual Display	259,00€	True	https://www.amazon.it/Beelink-processore-N100-16G-500G/dp/B0C6Q83D87	4,3
121	EPYC® QUANTUM - UPS per Computer, Gruppo di Continuità per PC, Potenza 2200VA/1320Watt, Tecnologia Line Interactive, AVR, 5 Uscite (2x Schuko + 3x IEC), Display LCD, Massime Autonomie	199,00€	True	https://www.amazon.it/EPYC-Continuit%C3%A0-1320Watt-Tecnologia-Interactive/dp/B07XGM5P2Z	4,4
122	ARZOPA Monitor Portatile, Schermo Portatile 15,6 Pollici, 1920x1080 FHD, Supporto HDMI/Tipo-C/USB-C, Schermo da Gioco Eye-Care, Doppi Altoparlanti Incorporati per Laptop/PC/Mac/PS3/4/5/Xbox	89,99€	True	https://www.amazon.it/Monitor-portatile-monitor-ARZOPA-1920x1080/dp/B092KKLH93	4,5
123	AiTodos® Supporto pc Portatile, Lega di Alluminio, Leggero, Antiscivolo, Portatile Pieghevole, Supporto per Laptop - Ventilazione e Dissipazione del Calore, Regolazione a 6 Marce - Laptop Stand	11,99€	False	https://www.amazon.it/AiTodos%C2%AE-Portatile-Alluminio-Antiscivolo-Pieghevole/dp/B0BJKGR6B4	4,5
124	Tommy Hilfiger Borsa Laptop Uomo Signature Computer Bag Impermeabile, Nero (Black), Taglia Unica	103,99€	True	https://www.amazon.it/Tommy-Hilfiger-Borsa-Computer-Firmata/dp/B0C8DPCHXG	4,0
125	Samsonite Bailhandle 15.6" 2 comp, Borsa per laptop, Green (Olive Green)	115,00€	True	https://www.amazon.it/Samsonite-Bailhandle-Borsa-laptop-Green/dp/B0CMTY4TJP	5,0
126	SID & VAIN Borsa tracolla porta pc vera pelle vintage SIMON grande XL I Messenger portadocumenti Ufficio Lavoro Business uomo donna 15 pollici I cartella per laptop computer portatile marrone	159,90€	True	https://www.amazon.it/SID-tracolla-SIMON-cartella-portatile/dp/B088M65X33	4,3
127	Baseus Hub USB C 7 in 1 Adattatore con HDMI 4K@60Hz, PD 100W, 3 USB-A 3.0 5Gbps, Lettore Schede SD/TF, Docking Station per Computer Portatili per MacBook/Surface Pro/iPad/Steam Deck/Rog Ally/Samsung	19,99€	False	https://www.amazon.it/Baseus-Adattatore-Lettore-Computer-Portatili/dp/B0C9JKKL7N	4,5
128	Amazon Basics - Borsa compatta per computer portatile con tasche per accessori (15,6 pollici, 40 cm), nero, confezione da 1	11,77€	False	https://www.amazon.it/AmazonBasics-Borsa-tablet-portatile-pollici/dp/B00DUGZFWY	4,6
129	Camomilla Milano Borsa Ufficio Porta PC Donna, Borsa Porta PC, Borsa Computer Donna, Messenger porta PC, Borsa per Pc 14-16 pollici, Borsa per Laptop 14-16 pollici	79,99€	True	https://www.amazon.it/Camomilla-Computer-Tracolla-Similpelle-Collezione/dp/B0D9WN7HY7	4,8
130	Zaino Trolley per PC Portatile Borsa Trolley Zaino con Ruote Porta PC Portatili 18 pollici Grande Impermeabili Valigia per Computer Zaino Bagaglio a Mano Zaino Viaggio con Ruote per Uomo Donna, Nero	109,99€	True	https://www.amazon.it/Portatile-Portatili-Impermeabili-Computer-Bagaglio/dp/B0C4NPRVTY	4,5
131	Moleskine Zaino Collezione Classic Small, Zaino Porta PC Compatibile con Laptop, Notebook e iPad fino a 13", Dimensioni 27 x 36 x 9 cm, Colore Nero	119,99€	True	https://www.amazon.it/Moleskine-PC-Compatibile-Computer-Notebook-Dimensioni/dp/B07HHCYL5V	4,3
132	BOPAI Zaino da Uomo Zaino Antifurto Impermeabile Zaino Per PC Laptop Portatile con Porta USB da Casual Viaggio Bussiness Nero Zaino per Computer Portatile 15.6 Pollici	98,00€	True	https://www.amazon.it/BOPAI-Antifurto-Impermeabile-Portatile-Bussiness/dp/B07VKL4L3Q	4,6
133	Berliner Bags Zaino vintage Leeds in pelle con scomparto per computer portatile per uomo e donna	119,99€	True	https://www.amazon.it/Berliner-Bags-Computer-Vintage-Marrone/dp/B09MKSLBLL	4,4
134	Samsonite Lapt.backpack Zaino Porta PC Unisex - Adulto (Pacco da 1)	76,99€	True	https://www.amazon.it/Samsonite-zaino-laptop-Guardit-pollici/dp/B07LC882HT	4,6
135	Lexar NQ100 2.5" SATA III (6 Gb/s) 240 GB SSD, Fino a 550 MB/s di Lettura Unità a Stato Solido, SSD Interno per Laptop, Computer Desktop/PC (LNQ100X240G-RNNNG)	23,00€	False	https://www.amazon.it/Lexar-Lettura-Interno-Computer-LNQ100X240G-RNNNG/dp/B0BJKPZGQK	4,7
136	Elite 8300 USDT, Intel Core i3-2100, Ram 8Gb DDR3, SSD 120gb, Windows 10 Pro e Libre Office, Pronto all'uso (Ricondizionato)	73,00€	True	https://www.amazon.it/i3-2100-Windows-Office-Pronto-Ricondizionato/dp/B0CT8WDD8J	2,8
137	BMAX Mini PC Intel N97 (bis zu 3.6Ghz) 16GB RAM 512GB M.2 SSD Win 11 Pro B4Pro Micro Desktop Computer mit 4K HDMI/Gigabit Ethernet/WiFi 5/Bluetooth4.2/USB3.2Office Business VESA	179,99€	True	https://www.amazon.it/BMAX-B4Pro-Computer-Bluetooth4-2-USB3-2Office/dp/B0D6B5RXG6	4,0
138	Postazione Completa HP Elite 8300 I5 , 8 gb, ssd 256 + Monitor + Tastiera e Mouse i (Ricondizionato)	159,99€	True	https://www.amazon.it/Postazione-Completa-HP-Tastiera-Ricondizionato/dp/B085LNLZFN	3,9
139	Beelink T4 Pro Mini PC, Mini Computer Desktop Celeron N3350 Processore (up to 2.4GHz) 4GB DDR3 64GB Emmc, Supporto 4K HD/BT 4.0/Dual HDM/2.4G + 5G Dual WiFi	139,99€	True	https://www.amazon.it/Beelink-Windows-Computer-Processore-Supporto/dp/B09G9B4P3B	4,4
140	MINISFORUM Mini PC senza ventola 4GB DDR4/64GB eMMC Processore Intel Celoren N4020 Mini computer desktop,porta HDMI e VGA,WiFi Dual Band 2.4+5.0G,BT,USB 3.0 * 3	118,99€	True	https://www.amazon.it/Windows-x5-Z8350-computer-ventola-Grafica/dp/B07PS1KVD1	4,1
141	Apple Magic Keyboard con Touch ID e tastierino numerico: Bluetooth, ricaricabile. Compatibile con i computer Mac con chip Apple; Portoghese, tasti neri	196,17€	True	https://www.amazon.it/Apple-Keyboard-Touch-ID-tastierino-numerico/dp/B09V3JPTJ8	4,6
142	HP Essential Borsa Tracolla Per Notebook, Grigio, Taglia 15.6	11,99€	False	https://www.amazon.it/HP-Custodia-Notebook-Interno-Azzurro/dp/B00MGRAC30	4,7
143	KROSER 18" Borsa del Portatile Cartella per Laptop Adatto per Laptop fino a 17,3 Pollici Borsa a Tracolla Espandibile Borsa per Computer con Tasche RFID per Viaggi/Affari/Scuola/Uomini/Donne-Nero	39,99€	True	https://www.amazon.it/KROSER-Tracolla-Portatile-espandibile-Idrorepellente/dp/B07TNF5CLV	4,6
144	Della Gao Zaino Uomo Zaino per PC Portatile, Zaino Porta PC 15.6/17 Pollici Zaino Antifurto Impermeabile, Zaino Lavoro con Porta USB, Zaino PC per Universita Scuola Viaggio	26,80€	False	https://www.amazon.it/Della-Gao-Portatile-Impermeabile-Universita/dp/B07YFC91TK	4,5
145	HEROIC KNIGHT Zaino Porta PC Uomo Donna, Leggero Sottile ed Espandibile Grand per Laptop Impermeabile per Computer Portatile 17 Pollici per Uffico Università Scuola Viaggio Business (25L Nero)	59,99€	True	https://www.amazon.it/HEROIC-KNIGHT-Espandibile-Impermeabile-Business-Nero/dp/B09P3LP6LZ	4,4
146	Lenovo Zaino per laptop	22,87€	False	https://www.amazon.it/Lenovo-computer-portatili-pollici-idrorepellente/dp/B075Y72PHZ	4,6
147	BONTEC Supporto per Monitor con Cassetto con Piattaforma a Rete per Laptop, Computer, iMac, PC, Fino a 20KG	25,99€	False	https://www.amazon.it/BONTEC-Supporto-Ergonomico-Regolabile-Piattaforma/dp/B09DYB6W2S	4,5
148	Amazon Basics - Altoparlanti per computer desktop o PC portatile, alimentazione CA (versione europea), 2 unità , Nero	15,99€	False	https://www.amazon.it/Amazon-Basics-Altoparlanti-portatile-alimentazione/dp/B07D924NF5	4,3
149	Hp hope Zaino da lavoro per uomo, zaino impermeabile da donna per zaino da scuola per laptop da 15,6 inch con porta di ricarica USB, zainetto antifurto da 22 litri per viaggi di lavoro, escursioni	59,00€	True	https://www.amazon.it/Hp-hope-impermeabile-antifurto-escursioni/dp/B0C1S94JY9	4,4
150	KROSER Borsa per Laptop Cartella per Laptop Premium Adatto per Laptop fino a 17,3 Pollici Borsa a Tracolla Espandibile a Tracolla Borsa per Computer per Viaggi/Affari/Scuola/Uomini/Donne-Nero	41,99€	True	https://www.amazon.it/KROSER-Tracolla-Portatili-espandibile-Idrorepellente/dp/B07M5N8X11	4,6
151	CIRYCASE Supporto PC Portatile, Regolabile Laptop Stand a Raffreddamento Rapido per Scrivania, Porta PC Ergonomico in Alluminio, Compatibile con MacBook Air/Pro, HP, DVD, 10-16" Notebooks	26,99€	False	https://www.amazon.it/CIRYCASE-Regolabile-Raffreddamento-Ergonomico-Compatibile/dp/B0CCNQP9F2	4,6
152	Zaino Uomo per PC Portatile 17.3 Pollici, Lavoro Uomo Impermeabile Antifurto, per Laptop, Computer Notebook Borse con Caricatore USB per Viaggio Ufficio Scuola-Nero	29,50€	False	https://www.amazon.it/Portatile-Impermeabile-Antifurto-Caricatore-Scuola-Nero/dp/B093NY4FT9	4,6
153	Vodlbov Zaino per computer portatile da 17 pollici di grande capacità da uomo impermeabile antifurto Zaino per PC portatile con USB Charging Port Zaino funzionale per viaggi d'affari college donna	48,99€	True	https://www.amazon.it/Vodlbov-Portatili-antifurto-Impermeabile-Portatile/dp/B0821J8YG6	4,6
154	Amazon Basics, Custodia per computer portatile fino a 14-Pollici, nero	14,72€	False	https://www.amazon.it/Amazon-Basics-custodia-protettiva-14-Pollici/dp/B00CD8AFFW	4,6
155	MOSISO Borsa Porta PC Donna,15-15,6 Pollici Laptop in Pelle PU Borsa a Tracolla Convertibile,16 Pollici Borsa Messenger Borsa Casual Lavoro Viaggio Computer Borsa con Nodo a Fiocco,Rosa	47,48€	True	https://www.amazon.it/MOSISO-Tracolla-Convertibile-Messenger-Computer/dp/B0CN8P14X3	4,4
156	Zaino Uomo Zaino Antifurto Zaino Per PC Portatile,Zaino per Laptop,Zaino Porta PC Impermeabile,Zaino per Computer Portatile 15.6 Pollici con Caricatore USB,Zaino Lavoro Uomo per Scuola Viaggio,Nero	35,88€	True	https://www.amazon.it/Antifurto-Portatile-Impermeabile-Computer-Caricatore/dp/B07FDLS3NH	4,5
157	MATEIN Zaino Uomo Zaino per PC Portatile, 15.6 Pollici Zaino Porta PC con Caricatore USB Zaino da lavoro, Impermeabile Zaino per Laptop, Computer, Notebook, Viaggio Regalo Uomo & Donna - Nero	32,99€	False	https://www.amazon.it/MATEIN-Portatile-Caricatore-Impermeabile-Computer/dp/B074KV9TT4	4,6
158	Mancro Borsa Porta PC 17 Pollici, Borsa Ventiquattrore Grande Espandibile con 2 Scomparti per Uomo Donna, Borsa a Tracolla da Lavoro per Viaggi d'Affari per Laptop da 17 Pollici Tablet Computer, Nero	33,99€	False	https://www.amazon.it/Mancro-Ventiquattrore-Espandibile-Scomparti-Tracolla/dp/B078YPVSD9	4,4
159	GYakeog Zaino Uomo Lavoro 15.6 Pollici Zaino Porta PC Donna Impermeabile Zaino Elegante Zaino Università per Computer Scuola Viaggio Lavoro Shopping-Nero	42,99€	True	https://www.amazon.it/GYakeog-Impermeabile-Elegante-Universit%C3%A0-Shopping-Nero/dp/B0C42XKND3	4,6
160	MOSISO Borsa Porta Tracolla PC Laptop,15-15,6 Pollici Computer Borsa Compatibile con MacBook Pro 16,HP,Dell,Lenovo,Asus Notebook,Lato Open Messenger Borsa con 4 Cerniera Tasche&Handle,Teal Green	44,49€	True	https://www.amazon.it/MOSISO-Tracolla-Computer-Compatibile-Messenger/dp/B0CL9R91L9	4,6
161	AOVUYCK-Store Supporto PC Portatile, 8 Livelli Regolabile & Raffreddamento Porta PC, Pieghevole in Plastica e Silicone Laptop Stand per Computer Portatili e Tablet (10-15,6’’)	8,99€	False	https://www.amazon.it/Portatile-Regolabile-Raffreddamento-Pieghevole-Alluminio/dp/B09PYS7YCP	4,4
162	Glangeh Supporto PC Portatile, Porta PC Pieghevole, Ergonomico Laptop Stand con 8 Livelli Regolabile Altezza, Alluminio Ventilato Porta Computer Compatibile con MacBook Air Pro, 10-16'', Nero	26,99€	False	https://www.amazon.it/Glangeh-Pieghevole-Ergonomico-Regolabile-Compatibile/dp/B0C9Q72RKL	4,6
163	BONTEC Supporto per Monitor in Legno da Scrivania per Smartphone e Gestione dei Cavi, Ergonomico, per Laptop, Computer, W420 x D235 x H142mm (2 Livelli)	20,89€	False	https://www.amazon.it/1home-Supporto-monitore-Altoparlante-Portatile/dp/B01M4S7ZGM	4,5
164	Taygeer Borsa PC 17 Pollici, Grande Borsa per Computer Portatile, Impermeabile Borsa Lavoro Donna Uomo con Tracolla, Borsa Porta PC Protettiva per Laptop In Viaggio d'Affari, Nero	29,99€	False	https://www.amazon.it/Taygeer-Tracolla-Ventiquattrore-Impermeabile-Portatile/dp/B08W371K5F	4,5
165	GOLF QUALITY Zaino Porta PC Donna,Multifunzione 17.3 Pollici Zaino Donna Antifurto Zaino Scuola Zaino per Computer Zaino da Viaggio,Borse da Cabina per Easyjet, Zaino per Università	37,99€	True	https://www.amazon.it/GOLF-QUALITY-computer-portatile-pendolarismo/dp/B0DB22R3X4	4,5
166	Trust Gaming GXT 835 Azor Tastiera Gaming, Layout Italiano QWERTY, USB, Anti-ghosting, Tastiera Retroilluminata LED RGB Per PC, Computer, Laptop, Mac - Nero	17,99€	False	https://www.amazon.it/Trust-Gaming-Azor-Tastiera-Illuminata/dp/B0851CN3GC	4,3
167	Myhozee Zaino Donna Uomo Zaino Porta PC,Borsa Zaino Scuola Lavoro Viaggio Università con Scomparto per Laptop e Tasca Antifurto per Computer Portatile da 15.6 Pollici	35,99€	True	https://www.amazon.it/Myhozee-Universit%C3%A0-Scomparto-Antifurto-Portatile/dp/B07ZYVJ3FP	4,6
168	ADELGO Altoparlante PC USB, Portatile Computer Altoparlanti per Desktop, Laptop, Mini Casse Soundbar PC con Design a Clip per Monitor, Plug and Play	21,99€	False	https://www.amazon.it/ADELGO-Altoparlante-Portatile-Computer-Altoparlanti/dp/B0CPJ1WHCK	4,2
169	Trust Arys Soundbar PC, 12 W, Casse PC, Alimentazione USB, Jack 3,5 mm, Barra Audio, Altoparlanti per Computer, Portatile, TV, Tablet, Smartphone, Nero, 42 x 6.4 x 7.5 cm	16,96€	False	https://www.amazon.it/Trust-Soundbar-Design-Raffinato-Potenza/dp/B07GPWY8S6	4,2
170	Trust Ody II Tastiera Wireless Silenziosa Layout Italiano QWERTY, Tasti a Profilo Ribassato, Resistente agli Schizzi, Ricevitore USB 2.4GHz, Tastiera PC Senza Fili, Keyboard per Laptop, Mac - Nero	18,99€	False	https://www.amazon.it/Trust-Silenziosa-Ribassato-Resistente-Ricevitore/dp/B0CPM5T9FN	4,4
171	HP Prelude, Borsa per Laptop fino a 17,3 Pollici, Tasca Interna Imbottita per Accessori, Cerniera Rinforzata, Realizzata con materiali Impermeabili, Grigia	14,98€	False	https://www.amazon.it/HP-Notebook-Fissaggio-Imbottita-Impermeabile/dp/B096BDBQ29	4,6
